Name mit Ort,Name ohne Ort,Ort,GKZ,Globale ID,MVTT X,MVTT Y,WGS84 X,WGS84 Y
7244,Hartwigshausen,Hartwigshausen,Hartwigshausen,9174131,de:09174:7244,4454592,795313,48.41835749,11.38509142
7246,Lanzenried,Lanzenried,Lanzenried (Kr DAH),9174131,de:09174:7246,4454137,795601,48.4157347,11.37897631
7247,Albertshof. Abzw.,Albertshof. Abzw.,Albertshof (Weichs),9174151,de:09174:7247,4457492,800621,48.37082776,11.42480564
7249,Fraenking. Abzw.,Fraenking. Abzw.,Fraenking (Kr DAH),9174151,de:09174:7249,4456606,797148,48.40199836,11.4124887
7250,Ainhofen,Ainhofen,Ainhofen (Obb),9174131,de:09174:7250,4454130,797067,48.40255132,11.37904212
7251,Gundackersdorf,Gundackersdorf,Gundackersdorf,9174131,de:09174:7251,4454040,798911,48.38596273,11.37802862
7252,Hoefa. Abzw.Unterumbach,Abzw.Unterumbach,Hoefa,9174135,de:09174:7252,4439962,806904,48.31290525,11.18911512
7253,Edenholzhausen,Edenholzhausen,Edenholzhausen/Weich,9174151,de:09174:7253,4454736,798185,48.39254161,11.38734668
7254,Wagenhofen,Wagenhofen,Wagenhofen (Kr DAH),9174137,de:09174:7254,4438679,808113,48.30191058,11.17199528
7255,Erlhausen. Nord,Nord,Erlhausen,9174151,de:09174:7255,4455331,799104,48.38431999,11.39547831
7256,Pfaffenhofen (a.d.Glonn),Pfaffenhofen,Pfaffenhofen (Glonn),9174137,de:09174:7256,4438027,808783,48.29582229,11.16330624
7257,Erlbach,Erlbach,Erlbach (Weichs),9174151,de:09174:7257,4455843,799626,48.37966199,11.40244525
7258,Egenburg,Egenburg,Egenburg,9174137,de:09174:7258,4437218,809134,48.29258628,11.15245634
7259,Glonn. Ainhofer Strasse,Ainhofer Strasse,Glonn (Kr Dachau),9174131,de:09174:7259,4454303,800728,48.36964255,11.38177692
7261,Ebersried. Kreisstrasse,Kreisstrasse,Ebersried,9174137,de:09174:7261,4436833,810106,48.2838076,11.14741381
7262,Kaltenbach (Lkr.DAH). Abzw.,Kaltenbach. Abzw.,Kaltenbach (Kr DAH),9174137,de:09174:7262,4436396,809559,48.28868252,11.14144381
7263,Bayerzell,Bayerzell,Bayerzell,9174137,de:09174:7263,4435584,810592,48.27931154,11.13066041
7264,Miesberg,Miesberg,Miesberg (Obb),9174137,de:09174:7264,4435494,807164,48.31012721,11.12892413
7265,Wagenhofen. Abzw.,Wagenhofen. Abzw.,Wagenhofen (Kr DAH),9174137,de:09174:7265,4438543,808579,48.29770703,11.17023018
7266,Stockach,Stockach,Stockach (Kr Dachau),9174137,de:09174:7266,4435987,807738,48.30501587,11.13565673
7267,Hoefa,Hoefa,Hoefa,9174135,de:09174:7267,4440098,807233,48.30995972,11.19099522
7268,Oberumbach,Oberumbach,Oberumbach,9174137,de:09174:7268,4436949,807017,48.31159582,11.14851519
7269,Pasenbach. Jedenhofener Strasse,Jedenhofener Strasse,Pasenbach,9174150,de:09174:7269,4458907,801037,48.36718064,11.44394404
7270,Unterumbach,Unterumbach,Unterumbach,9174137,de:09174:7270,4438147,806794,48.3137194,11.16463175
7271,Weitenried,Weitenried,Weitenried,9174137,de:09174:7271,4435392,809090,48.29279809,11.12784409
7272,Prittlbach. Abzw.,Prittlbach. Abzw.,Prittlbach,9174122,de:09174:7272,4459844,810389,48.28314163,11.45748113
7273,Jedenhofen. Nord,Nord,Jedenhofen,9174150,de:09174:7273,4458912,799566,48.38040903,11.44386764
7274,Hebertshausen. Schule,Schule,Hebertshausen,9174122,de:09174:7274,4460928,809537,48.29087134,11.47200761
7275,Hebertshausen. Am Eichenberg,Am Eichenberg,Hebertshausen,9174122,de:09174:7275,4460516,809525,48.29095366,11.46645454
7276,Prittlbach. Maibaum,Maibaum,Prittlbach,9174122,de:09174:7276,4459296,810061,48.28605621,11.45006601
7277,Odelzhausen. Robert-Bosch-Str.,Robert-Bosch-Strasse,Odelzhausen,9174135,de:09174:7277,4440953,807791,48.30502249,11.20259864
7278,Prittlbach. Dorfstrasse,Dorfstrasse,Prittlbach,9174122,de:09174:7278,4458759,809943,48.28708256,11.44281879
7280,Goppertshofen,Goppertshofen,Goppertshofen (DAH),9174122,de:09174:7280,4458233,809395,48.29197604,11.43567695
7282,Pellheim. Abzw. Oberweilbach,Abzw. Oberweilbach,Pellheim,9174115,de:09174:7282,4457115,809063,48.29488677,11.42057728
7283,Ebersbach. Dorfstrasse,Dorfstrasse,Ebersbach (Kr DAH),9174151,de:09174:7283,4458829,798646,48.38867676,11.44265699
7284,Oberweilbach,Oberweilbach,Oberweilbach,9174122,de:09174:7284,4457737,807851,48.30582775,11.42883826
7285,Weichs. Erlbachbruecke,Erlbachbruecke,Weichs (Kr Dachau),9174151,de:09174:7285,4456251,799893,48.37728943,11.4079806
7286,Arzbach. Abzw.,Arzbach. Abzw.,Arzbach (Kr Dachau),9174141,de:09174:7286,4458297,807841,48.30595487,11.43638577
7288,Unterweilbach,Unterweilbach,Unterweilbach,9174122,de:09174:7288,4459220,807879,48.30567338,11.44883104
7289,Ebersried. Ort,Ort,Ebersried,9174137,de:09174:7289,4436883,810260,48.2824278,11.14811046
7290,Reipertshofen,Reipertshofen,Reipertshofen,9174122,de:09174:7290,4459837,807466,48.30942687,11.45710853
7291,Erlhausen. Sued,Sued,Erlhausen,9174151,de:09174:7291,4455593,799414,48.38155083,11.39904812
7292,Purtlhof,Purtlhof,Purtlhof,9174141,de:09174:7292,4460540,807471,48.3094262,11.46658577
7293,Schoenberg,Schoenberg,Schoenberg/M.Indersdf,9174131,de:09174:7293,4449540,797041,48.40243422,11.31705225
7294,Ampermoching. Purtlhofer Str.,Purtlhofer Strasse,Ampermoching,9174122,de:09174:7294,4462060,807911,48.30556249,11.48711576
7295,Vierkirchen. Asbacher Strasse,Asbacher Strasse,Vierkirchen (b DAH),9174150,de:09174:7295,4459871,801274,48.36511148,11.45697652
7296,Lotzbach,Lotzbach,Lotzbach,9174122,de:09174:7296,4462498,806841,48.31521086,11.49292458
7297,Senkenschlag. Ost,Ost,Senkenschlag,9174131,de:09174:7297,4451017,797334,48.39991603,11.33703292
7298,Sulzrain,Sulzrain,Sulzrain,9174122,de:09174:7298,4464067,806668,48.31685781,11.51406323
7299,Senkenschlag. West,West,Senkenschlag,9174131,de:09174:7299,4449916,797270,48.40040498,11.32215735
7300,Amperpettenbach. Ort,Amperpettenbach. Ort,Amperpettenbach,9174121,de:09174:7300,4465226,805807,48.32466546,11.52961844
7301,Amperpettenbach. Aussiedlerh.,Aussiedlerhoefe,Amperpettenbach,9174121,de:09174:7301,4465961,806190,48.32126127,11.53956061
7302,Ottershausen. Maibaum,Maibaum,Ottershausen,9174121,de:09174:7302,4465798,807792,48.30684602,11.5374928
7303,Haimhausen. Culmweg,Culmweg,Haimhausen,9174121,de:09174:7303,4467149,807987,48.30516411,11.55571945
7304,Ottershausen. Muehlenstrasse,Muehlenstrasse,Ottershausen,9174121,de:09174:7304,4465197,808279,48.30243371,11.52943157
7305,Ottershausen. Leitenweg,Leitenweg,Ottershausen,9174121,de:09174:7305,4466019,807725,48.30746046,11.54046647
7306,Inhausen,Inhausen,Inhausen (Kr DAH),9174121,de:09174:7306,4467732,808047,48.30465458,11.56358262
7309,Inhausermoos. Birkenweg,Birkenweg,Inhausermoos,9174121,de:09174:7309,4467905,809427,48.29225326,11.5660196
7312,Hebertshausen. Georg-Queri-Str,Georg-Queri-Strasse,Hebertshausen,9174122,de:09174:7312,4460497,810025,48.28645611,11.4662453
7314,Hebertshausen. Alte Dorfstrasse,Alte Dorfstrasse,Hebertshausen,9174122,de:09174:7314,4460879,809656,48.28979818,11.47135833
7315,Inhausermoos. Kanalweg,Kanalweg,Inhausermoos,9174121,de:09174:7315,4468674,808631,48.29945017,11.57632365
7316,Hebertshausen. Von-Mandl-Str.,Von-Mandl-Strasse,Hebertshausen,9174122,de:09174:7316,4461257,809424,48.29190777,11.47643071
7317,Oberzeitlbach. Ost,Ost,Oberzeitlbach,9174111,de:09174:7317,4443746,800513,48.37072276,11.23927232
7318,Deutenhofen,Deutenhofen,Deutenhofen (Amper),9174122,de:09174:7318,4461571,809073,48.29508339,11.48063017
7319,Weichs. Zillhofen Abzw.,Zillhofen Abzw.,Weichs (Kr Dachau),9174151,de:09174:7319,4456542,800480,48.37203095,11.41196932
7320,Ampermoching. Maibaum,Maibaum,Ampermoching,9174122,de:09174:7320,4462166,808054,48.30428288,11.48855742
7321,Ampermoching. Wiesenweg,Wiesenweg,Ampermoching,9174122,de:09174:7321,4462449,808474,48.30052281,11.49240943
7322,Kaltmuehle,Kaltmuehle,Kaltmuehle,9174122,de:09174:7322,4463097,808821,48.29744049,11.50117367
7323,Ebersbach. Aussiedlerhof,Aussiedlerhof,Ebersbach (Kr DAH),9174151,de:09174:7323,4459618,798089,48.39373667,11.45325597
7324,Weichs. Realschule,Realschule,Weichs (Kr Dachau),9174151,de:09174:7324,4456779,800015,48.37622876,11.41512024
7325,Piflitz,Piflitz,Piflitz (Obb),9174136,de:09174:7325,4462801,799577,48.38055163,11.49636721
7326,Zieglberg (Lkr. DAH),Zieglberg (Lkr. DAH),Zieglberg,9174141,de:09174:7326,4461869,806112,48.3217289,11.48437839
7327,Dietenhausen,Dietenhausen,Dietenhausen/Kr DAH,9174135,de:09174:7327,4439758,808357,48.29982019,11.18657257
7328,Schoenbrunn,Schoenbrunn,Schoenbrunn (Kr DAH),9174141,de:09174:7328,4461320,805439,48.3277476,11.476914
7329,Mitterwiedenhof,Mitterwiedenhof,Mitterwiedenhof,9174150,de:09174:7329,4462163,802234,48.35662021,11.48799394
7330,Ottershausen. Bruecke,Bruecke,Ottershausen,9174121,de:09174:7330,4465131,808218,48.30297863,11.52853692
7331,Mittermarbach. Ortsstrasse,Ortsstrasse,Mittermarbach,9174136,de:09174:7331,4463228,794464,48.42655586,11.50168304
7332,Pfaffenhofen/Alto..Pfaffenberg,Pfaffenhofen/Alto..Pfaffenberg,Pfaffenhofen (Altom),9174111,de:09174:7332,4441351,797726,48.39556567,11.20656035
7333,Kreuzholzhausen. Abzw. Deutenh.,Kreuzholzhausen. Abzw. Deutenh.,Kreuzholzhausen,9174113,de:09174:7333,4449860,811556,48.27193483,11.32310231
7334,Oberndorf (b.Fahrenzhausen),Oberndorf,Oberndorf (Haimhsn.),9174121,de:09174:7334,4466250,804415,48.33723896,11.54331511
7336,Westerndorf (Lkr.DAH),Westerndorf,Westerndorf (Haimh.),9174121,de:09174:7336,4465204,804415,48.33718216,11.52920671
7338,Westerholzhausen,Westerholzhausen,Westerholzhausen,9174131,de:09174:7338,4451108,800811,48.36865661,11.3386666
7340,Eichhofen,Eichhofen,Eichhofen (M.Inders),9174131,de:09174:7340,4449905,800314,48.37303143,11.32237196
7341,Arnbach. Berghofer Strasse,Berghofer Strasse,Arnbach (Kr Dachau),9174143,de:09174:7341,4451373,804463,48.33583674,11.34266513
7342,Tiefenlachen,Tiefenlachen,Tiefenlachen,9174131,de:09174:7342,4448799,799730,48.37819413,11.30737325
7343,Pipinsried. Ilmstrasse,Ilmstrasse,Pipinsried,9174111,de:09174:7343,4447747,796696,48.40539041,11.29279551
7344,Arnzell,Arnzell,Arnzell,9174131,de:09174:7344,4449382,799228,48.38275535,11.31518224
7345,Aberl,Aberl,Aberl,9174131,de:09174:7345,4450260,798828,48.38642217,11.3269874
7346,Kattalaich,Kattalaich,Kattalaich,9174131,de:09174:7346,4450348,798623,48.38827254,11.3281512
7347,Harreszell. Abzw.,Harreszell. Abzw.,Harreszell,9174131,de:09174:7347,4449824,797816,48.39548786,11.32098025
7348,Wagenried,Wagenried,Wagenried,9174131,de:09174:7348,4449245,797213,48.40086385,11.31308918
7350,Sigmertshausen,Sigmertshausen,Sigmertshausen,9174141,de:09174:7350,4456754,806321,48.31951996,11.41543101
7351,Roehrmoos. Inzemooser Strasse,Inzemooser Strasse,Roehrmoos (Kr DAH),9174141,de:09174:7351,4458781,804919,48.33226315,11.44262399
7352,Grossinzemoos. Kindergarten,Kindergarten,Grossinzemoos,9174141,de:09174:7352,4457360,804235,48.33831972,11.42339052
7354,Grossinzemoos. Maibaum,Maibaum,Grossinzemoos,9174141,de:09174:7354,4457617,804303,48.33772553,11.42686379
7356,Grossinzemoos. Finkenweg,Finkenweg,Grossinzemoos,9174141,de:09174:7356,4458216,804601,48.33508566,11.4349726
7358,Hoefa. Feldstrasse,Feldstrasse,Hoefa,9174135,,4439879,806929,48.31267255,11.18799979
7360,Riedenzhofen,Riedenzhofen,Riedenzhofen,9174141,de:09174:7360,4459320,804257,48.33825122,11.44982922
7361,Roehrmoos. Schule,Schule,Roehrmoos (Kr DAH),9174141,de:09174:7361,4460009,805377,48.32822348,11.45922888
7362,Arzbach,Arzbach,Arzbach (Kr Dachau),9174141,de:09174:7362,4458276,807302,48.31080053,11.43604935
7363,Ampermoching. Gewerbegebiet,Gewerbegebiet,Ampermoching,9174122,de:09174:7363,4461924,808434,48.30085111,11.48532977
7364,Roehrmoos. Maibaum,Maibaum,Roehrmoos (Kr DAH),9174141,de:09174:7364,4459983,805507,48.32705279,11.45889062
7365,Bergkirchen. Gadastrasse,Gadastrasse,Bergkirchen (Kr DAH),9174113,de:09174:7365,,,,
7366,Schiltberg. Gemeinde,Gemeinde,Schiltberg,9771162,,4444534,790243,48.46314191,11.24854853
7367,Schiltberg. Hofbergstrasse,Hofbergstrasse,Schiltberg,9771162,,4444787,790324,48.46243582,11.25197993
7370,Rudelzhofen,Rudelzhofen,Rudelzhofen,9174141,de:09174:7370,4462013,804430,48.33686329,11.4861683
7372,Durchsamsried. Abzw.,Durchsamsried. Abzw.,Durchsamsried,9174141,de:09174:7372,4462742,805245,48.32957769,11.49607303
7373,Hebertshausen. Gaensstall,Gaensstall,Hebertshausen,9174122,de:09174:7373,4462620,805778,48.32477736,11.49447507
7374,Biberbach. Schulstrasse,Schulstrasse,Biberbach (Roehrmoos),9174141,de:09174:7374,4462561,803445,48.34575383,11.49347196
7376,Biberbach. Maibaum,Maibaum,Biberbach (Roehrmoos),9174141,de:09174:7376,4462764,803393,48.34623346,11.49620585
7378,Asbach (b.Petershausen),Asbach (b.Petershausen),Asbach/Petershausen,9174136,de:09174:7378,4460199,798211,48.39267654,11.46111262
7379,Wasenhof. Abzw.,Wasenhof. Abzw.,Wasenhof,9174136,de:09174:7379,4459867,797360,48.40030814,11.45654841
7380,Kollbach. Rettenbacher Strasse,Rettenbacher Strasse,Kollbach (Obb),9174136,de:09174:7380,4461989,798211,48.39278708,11.48528208
7381,Kollbach. Westenstrasse,Westenstrasse,Kollbach (Obb),9174136,de:09174:7381,4461807,798139,48.39342354,11.48281806
7382,Kollbach. Schmiedstrasse,Schmiedstrasse,Kollbach (Obb),9174136,de:09174:7382,4462551,798274,48.3922542,11.49287613
7383,Petershausen. Freisinger Str.,Freisinger Strasse,Petershausen,9174136,de:09174:7383,4461355,796849,48.4049964,11.476596
7384,Kollbach. Bachfeldstrasse,Bachfeldstrasse,Kollbach (Obb),9174136,de:09174:7384,4461837,798090,48.39386599,11.48321869
7386,Altomuenster. Am Klosterweiher,Am Klosterweiher,Altomuenster,9174111,de:09174:7386,4445293,798185,48.39179272,11.2598476
7388,Lukka. Gaertnerei,Gaertnerei,Lukka,9174135,de:09174:7388,4441265,808219,48.30120287,11.20686355
7391,Karlsfeld. Ackerstrasse,Ackerstrasse,Karlsfeld (Obb),9174126,de:09174:7391,4459757,817724,48.21717407,11.45700691
7393,Karlsfeld. Einkaufsmaerkte West,Einkaufsmaerkte West,Karlsfeld (Obb),9174126,de:09174:7393,4460115,816586,48.22743054,11.46171708
7394,Dachau. Roentgenstrasse,Roentgenstrasse,Dachau,9174115,de:09174:7394,4460941,813147,48.25840827,11.47251666
7395,Dachau. Newtonstrasse Sued,Newtonstrasse Sued,Dachau,9174115,de:09174:7395,4460829,812901,48.26061358,11.47098555
7400,Aichach. Bahnhof,Bahnhof,Aichach,9771113,de:09771:2300,4435201,790355,48.4612424,11.12238148
7404,Aichach. Stadtpfarrkirche,Stadtpfarrkirche,Aichach,9771113,,,,,
7408,Aichach. Sonderschule,Sonderschule,Aichach,9771113,,,,,
7412,Aichach. Schulzentrum,Schulzentrum,Aichach,9771113,,,,,
7416,Aichach. Landratsamt,Landratsamt,Aichach,9771113,,,,,
7418,Aichach. Fa.Zorn,Fa.Zorn,Aichach,9771113,,,,,
7420,Klingen,Klingen,Klingen (b Aichach),9771113,,,,,
7424,Untermauerbach,Untermauerbach,Untermauerbach (AIC),9771113,,,,,
7426,Obermauerbach,Obermauerbach,Obermauerbach,9771113,,,,,
7500,Unterschleissheim (S) Ost,Unterschleissheim (S) Ost,Unterschleissheim,9184149,de:09184:7500,4468058,811603,48.27269251,11.56824616
7501,Unterschleissheim (S) West,Unterschleissheim (S) West,Unterschleissheim,9184149,de:09184:7501,4468018,811598,48.27273546,11.56770694
7502,Riedmoos. Zum Hirschdamm,Zum Hirschdamm,Riedmoos,9184149,de:09184:7502,4465443,811883,48.27003706,11.53304249
7503,Riedmoos. Am Kloesterlmoos,Am Kloesterlmoos,Riedmoos,9184149,de:09184:7503,4465437,811467,48.27377775,11.53292762
7504,Lohhof. Buchenstrasse,Buchenstrasse,Lohhof (Kr Muenchen),9184149,,4469052,810261,48.28481041,11.58153797
7504,Lohhof. Hildegardstrasse,Hildegardstrasse,Lohhof (Kr Muenchen),9184149,,4469052,810261,48.28481041,11.58153797
7505,Lohhof (S) Sued,Lohhof (S) Sued,Lohhof (Kr Muenchen),9184149,de:09184:7505,4469146,809901,48.28805244,11.58277822
7506,Lohhof. Waldfriedhof,Waldfriedhof,Lohhof (Kr Muenchen),9184149,de:09184:7506,4468639,811816,48.2708061,11.57608865
7507,Lohhof. Margaretenanger,Margaretenanger,Lohhof (Kr Muenchen),9184149,de:09184:7507,4469318,811414,48.27445456,11.58520594
7508,Lohhof. Suedl. Ingolstaedter Str,Suedliche Ingolstaedter Strasse,Lohhof (Kr Muenchen),9184149,de:09184:7508,4469584,811045,48.27778579,11.58876277
7509,Lohhof. Kiebitzstrasse,Kiebitzstrasse,Lohhof (Kr Muenchen),9184149,de:09184:7509,4469495,810756,48.28038045,11.58754284
7510,Lohhof. Finkenweg,Finkenweg,Lohhof (Kr Muenchen),9184149,de:09184:7510,4469355,810277,48.28468128,11.58562182
7512,Unterschleissh.. Morsestrasse,Morsestrasse,Unterschleissheim,9184149,de:09184:7512,4468280,809479,48.29180457,11.57107708
7513,Unterschleissh. Gutenbergstrasse,Gutenbergstrasse,Unterschleissheim,9184149,de:09184:7513,4468324,810566,48.28203152,11.57175164
7513,Unterschleissh. Dieselstrasse,Dieselstrasse,Unterschleissheim,9184149,de:09184:7513,4468324,810566,48.28203152,11.57175164
7516,Lohhof (S) Nord,Lohhof (S) Nord,Lohhof (Kr Muenchen),9184149,de:09184:7516,4468942,809758,48.28932843,11.58001877
7900,Ingolstadt. Hbf,Hbf,Ingolstadt,9161000,de:09161:9000,4458733,759084,48.74442213,11.43743314
7910,Reichertshofen,Reichertshofen,Reichertshofen (Obb),9186147,,,,,
7915,Baar-Ebenhausen,Baar-Ebenhausen,Baar-Ebenhausen,9186113,de:09186:9024,4460347,766887,48.67436199,11.46012801
7920,Rohrbach,Rohrbach,Rohrbach (Ilm),9186149,de:09186:8181,4468640,774526,48.60614169,11.57330711
7930,Pfaffenhofen (Ilm) (DB),Pfaffenhofen (Ilm) (DB),Pfaffenhofen a.d.Ilm,9186143,de:09186:8134,4464059,783792,48.52257189,11.51199279
7931,Pfaffenhofen (Ilm). Ev. Kirche,Evangelische Kirche,Pfaffenhofen a.d.Ilm,9186143,de:09186:8967,4463950,783229,48.52762837,11.51046853
7932,Reisgang,Reisgang,Pfaffenhofen a.d.Ilm,9186143,,,,,
7933,Hettenshausen. Hittostrasse,Hittostrasse,Hettenshausen,9186126,,,,,
7934,Hettenshausen. Kirche,Kirche,Hettenshausen,9186126,de:09186:8137,4463530,786305,48.49994336,11.50505156
7935,Ilmmuenster. Starzenbachstrasse,Starzenbachstrasse,Ilmmuenster,9186130,de:09186:8138,4463474,787304,48.49095663,11.50438129
7936,Ilmmuenster. Feuerwehrhaus,Feuerwehrhaus,Ilmmuenster,9186130,de:09186:8140,4463749,787780,48.48669215,11.508143
7937,Ilmmuenster. B 13,Ilmmuenster. B 13,Ilmmuenster,9186130,,,,,
7938,Pfaffenhofen (Ilm) Busbahnhof,Busbahnhof,Pfaffenhofen a.d.Ilm,9186143,de:09186:8134:2,4464093,783788,48.52260981,11.51245271
7939,Pfarrhof,Pfarrhof,Ilmmuenster,9186130,de:09186:8139,4463378,787694,48.48744397,11.50311676
7940,Reichertshausen,Reichertshausen,Reichertshausen/Ilm,9186146,de:09186:8141,4463886,789502,48.47121497,11.51014519
7950,Paindorf,Paindorf,Paindorf (Obb),9186146,de:09186:9019,4462184,792651,48.44279745,11.48741328
7951,Schlossberg (Altomuenster),Schlossberg (Altomuenster),Schlossberg (Altom.),9174111,de:09174:7951,4439187,799995,48.37495766,11.17766959
7952,Rametsried,Rametsried,Rametsried,9174111,de:09174:7952,4438501,801553,48.36088154,11.16863858
7999,Oberdorf (DAH). Ort,Oberdorf (DAH) Ort,Oberdorf (Tandern),9174147,de:09174:7999,4448844,792743,48.44102682,11.3071284
8010,Altdorf B15,Altdorf B15,Altdorf (Haag/Obb.),9183119,de:09183:80605,4513760,824960,48.15323048,12.18348781
8011,Gars. Bosostrasse,Gars. Bosostrasse,Gars am Inn,9183118,de:09183:6544,4520609,824789,48.15458401,12.27554641
8012,Glasberg. Abzw.,Abzw.,Glasberg (Kr Mue),9183118,de:09183:6948,4519680,824918,48.15345321,12.26305442
8013,Reichgreissl,Reichgreissl,Reichgreissl,9183118,de:09183:6545,4518253,825563,48.14769495,12.24384794
8014,Doerfl/Strass,Doerfl/Strass,Strass (Gars am Inn),9183118,de:09183:3108,4519196,825465,48.14854864,12.25652487
8015,Ramsau B12,Ramsau B12,Ramsau (b Dorfen),9183140,de:09183:7751,4517293,823025,48.17054654,12.23104969
8019,MVG-Museum,MVG-Museum,Muenchen,9162000,de:09162:8019,4470434,830415,48.10363057,11.60156486
8812,Oberpfaffenhofen. Dornier-Werk,Dornier-Werkgelaende,Oberpfaffenhofen,9188144,de:09188:8812,4447321,831668,48.09086943,11.29139642
8829,Bad Aibling. Bahnhof,Bahnhof,Bad Aibling,9187117,de:09187:40851,4500431,857363,47.8619594,12.00431674
8831,Penzberg. Philippstr.,Philippstrasse,Penzberg,9190141,de:09190:41467,4453202,869424,47.75178295,11.37444009
8832,Bad Heilbrunn. Gaesteinfo/Fk.,Gaesteinfo/Fachklinik,Bad Heilbrunn (Obb),9173111,de:09173:8832,4459355,869921,47.74773062,11.45654153
8833,Penzberg. Karlstrasse,Karlstrasse,Penzberg,9190141,de:09190:41461,4453160,869263,47.75322784,11.37386264
8834,Penzberg. Kreisel/Grube,Kreisel/Grube,Penzberg,9190141,de:09190:41462,4453600,869070,47.7549954,11.37970987
8835,Penzberg. Berghalde,Berghalde,Penzberg,9190141,de:09190:41453,4453849,868679,47.75852972,11.38298912
8836,Penzberg. Kindergarten,Kindergarten,Penzberg,9190141,de:09190:41443,4454187,868094,47.763815,11.38743545
8837,Penzberg. Auf der Etz,Auf der Etz,Penzberg,9190141,de:09190:41444,4454585,867976,47.76490441,11.39273192
8838,Penzberg. Krankenhaus,Krankenhaus,Penzberg,9190141,de:09190:41450,4453278,869011,47.75550275,11.3754092
8857,Steinhoering,Steinhoering,Steinhoering (Kr EBE),9175137,de:09175:8857,4502465,832711,48.08366565,12.03163825
8888,Olympiapark Parkharfe,Olympiapark Parkharfe,Muenchen,9162000,de:09162:8888,4466011,822933,48.17069583,11.54158049
8888,Toni-Merkens-Weg,Toni-Merkens-Weg,Muenchen,9162000,de:09162:8888,4466011,822933,48.17069583,11.54158049
8999,Stadtgrenze Muenchen,Stadtgrenze Muenchen,Muenchen,9162000,de:09162:8999,,,,
9000,Weilheim. Bahnhof,Bahnhof,Weilheim i.OB,9190157,de:09190:41571,4435969,858877,47.84514951,11.14307912
9001,Vaterstetten. Schwalbenstrasse,Schwalbenstrasse,Vaterstetten,9175132,de:09175:9001,4482476,830032,48.10752097,11.76323724
9004,Vaterstetten. Dreitorspitzstr.,Dreitorspitzstrasse,Vaterstetten,9175132,de:09175:9004,4482912,830454,48.10373767,11.76910883
9005,Baldham. Johann-Strauss-Strasse,Johann-Strauss-Strasse,Baldham,9175132,de:09175:9005,4484588,830326,48.1049317,11.79160801
9006,Egling a.d.Paar. Bahnhof,Bahnhof,Egling a.d.Paar,9181116,de:09181:501:2,4424034,820280,48.19091857,10.97680628
9007,Egling a.d.Paar. Pfarrkirche,Pfarrkirche,Egling a.d.Paar,9181116,de:09181:1603,4424538,820582,48.18826312,10.98363765
9008,Bernried (a Starnberger See),Bernried (a Starnberger See),Bernried(Starnb.See),9190115,de:09190:90040,4446508,857170,47.86146455,11.28366034
9009,Seeshaupt (DB),Seeshaupt (DB),Seeshaupt,9190152,de:09190:41534,4446728,861486,47.82266851,11.28713183
9010,Diessen,Diessen,Diessen a.Ammersee,9181114,de:09181:500,4433472,847158,47.9502807,11.107915
9011,Riederau,Riederau,Riederau (Ammersee),9181114,de:09181:505,4432703,843480,47.9832748,11.09704542
9012,Utting Bahnhof,Bahnhof,Utting a.Ammersee,9181144,de:09181:507,4432509,839147,48.02221863,11.09376513
9013,Schondorf Bahnhof,Bahnhof,Schondorf a Ammersee,9181139,de:09181:506,4432227,835672,48.05343729,11.08943499
9014,St. Alban,St. Alban,Sankt Alban (Diessen),9181114,de:09181:1423,,,,
9015,Spiridon-Louis-Ring,Spiridon-Louis-Ring,Muenchen,9162000,de:09162:9015,4466987,823254,48.16786057,11.55472704
9016,Gars. Innbruecke,Innbruecke,Gars am Inn,9183118,de:09183:5997,4520807,825244,48.15048567,12.27818542
9017,Gars. Rathaus,Rathaus,Gars am Inn,9183118,,,,,
9018,Strasswirt,Strasswirt,Gars am Inn,9183118,,,,,
9019,Zulehen (b. Gars),Zulehen(b.Gars),Zulehen (b.Gars),9183140,,,,,
9020,Thambach. Abzw.,Abzw.,Thambach,9183140,de:09183:6723,4519502,821540,48.18383776,12.26081646
9021,Ramsau (Mue),Ramsau,Ramsau (b Dorfen),9183140,,,,,
9022,Furth (b. Haag),Furth,Furth (b.Haag),9183140,,,,,
9023,Kirchdorf. Ortsmitte,Ortsmitte,Kirchdorf (b Haag),9183123,de:09183:80606,4514841,822386,48.17635495,12.19810588
9024,Oberndorf. Abzw. B12,Oberndorf. Abzw. B12,Oberndorf b Isen,9183119,de:09183:80909,4510349,823407,48.16726136,12.13768132
9025,Strass (Maitenbeth),Strass,Strass (Maitenbeth),9183126,de:09183:80652,4508579,824117,48.16090229,12.1138717
9026,Oberndorf. Abzw. Winden,Abzw. Winden,Oberndorf b Isen,9183119,de:09183:80607,4510107,822778,48.17292201,12.13444279
9027,Schmiechen,Schmiechen,Schmiechen (Kr AIC),9771163,de:09771:1300,,,,
9028,Egling (BRB),Egling (BRB),Egling a.d.Paar,9181116,de:09181:501,4424032,820262,48.19108019,10.97677616
9029,Olympiaberg,Olympiaberg,Muenchen,9162000,de:09162:9029,4466575,823104,48.16918797,11.54917651
9029,Tollwood,Tollwood,Muenchen,9162000,de:09162:9029,4466575,823104,48.16918797,11.54917651
9030,Raisting,Raisting,Raisting (Obb),9190144,de:09190:45004,,,,
9031,Kaufering. Bahnhof,Bahnhof,Kaufering,9181128,de:09181:503,4414810,832354,48.08118406,10.85518253
9032,Klosterlechfeld. Bahnhof,Bahnhof,Klosterlechfeld,9772162,de:09772:7580,4413251,824103,48.1551629,10.8325841
